id,trial,cond,round,arm,out
11,6,neg,19,1,45.0301209677
11,7,neg,19,1,44.5347884017
11,8,neg,19,1,44.838144392
11,9,neg,19,1,45.3420412834
11,10,neg,19,1,44.9588053204
11,1,neg,20,2,36.2795211084
11,2,neg,20,3,31.1028331045
11,3,neg,20,4,25.2893599572
11,4,neg,20,5,19.522197873
11,5,neg,20,6,13.8912126698
11,6,neg,20,7,8.588264519
11,7,neg,20,8,2.9008097156
11,8,neg,20,1,41.8161350636
11,9,neg,20,1,41.933514651
11,10,neg,20,1,42.023576184
11,1,pos,21,1,8.6011642272
11,2,pos,21,2,12.8716728914
11,3,pos,21,3,17.489462658
11,4,pos,21,4,22.3741478053
11,5,pos,21,5,26.0840895503
11,6,pos,21,6,30.7116361195
11,7,pos,21,7,35.7293657385
11,8,pos,21,8,39.4589004741
11,9,pos,21,8,40.0037819505
11,10,pos,21,8,40.0274758254
11,1,ran,22,1,40.4011370658
11,2,ran,22,1,40.2083969326
11,3,ran,22,1,40.2410194349
11,4,ran,22,1,40.4310786224
11,5,ran,22,1,40.4495848934
11,6,ran,22,1,40.5178597007
11,7,ran,22,1,40.7100287858
11,8,ran,22,1,41.1604240202
11,9,ran,22,1,40.4925371497
11,10,ran,22,1,40.367080023
11,1,neg,23,1,45.3661886403
11,2,neg,23,1,45.4947057456
11,3,neg,23,1,45.4029355567
11,4,neg,23,1,45.3665034494
11,5,neg,23,1,45.2841318993
11,6,neg,23,1,45.2191666798
11,7,neg,23,1,45.5409317979
11,8,neg,23,1,45.7954749792
11,9,neg,23,1,45.7535454799
11,10,neg,23,1,44.9464199153
11,1,neg,24,1,45.087669132
11,2,neg,24,1,45.2049961601
11,3,neg,24,1,46.3178763721
11,4,neg,24,1,45.4700455428
11,5,neg,24,1,45.6238451322
11,6,neg,24,1,45.4740844558
11,7,neg,24,1,45.6360192454
11,8,neg,24,1,45.4590028999
11,9,neg,24,1,44.8910525029
11,10,neg,24,1,45.59692447
11,1,ran,25,1,43.9266747002
11,2,ran,25,1,44.7644376341
11,3,ran,25,1,44.626259375
11,4,ran,25,1,44.6572619243
11,5,ran,25,1,44.3480919883
11,6,ran,25,1,43.8348336586
11,7,ran,25,1,44.227441555
11,8,ran,25,1,44.5246053472
11,9,ran,25,1,44.3737507196
11,10,ran,25,1,44.1048098393
11,1,neg,26,1,45.0512260658
11,2,neg,26,1,44.7889790548
11,3,neg,26,1,44.6970792917
11,4,neg,26,1,44.6465161709
11,5,neg,26,1,44.6763306634
11,6,neg,26,1,45.1276257022
11,7,neg,26,1,45.0793784514
11,8,neg,26,1,44.8924946842
11,9,neg,26,1,44.8866224073
11,10,neg,26,1,44.5959863515
11,1,pos,27,1,8.737028764
11,2,pos,27,2,14.8509192529
11,3,pos,27,3,20.162187394
11,4,pos,27,4,25.6109478852
11,5,pos,27,5,30.9827473131
11,6,pos,27,6,36.7452273654
11,7,pos,27,7,41.6613349897
11,8,pos,27,7,42.1371959543
11,9,pos,27,7,41.2628716299
11,10,pos,27,7,41.796745303
11,1,ran,28,1,30.9791710747
11,2,ran,28,2,46.2727501707
11,3,ran,28,2,45.2639089884
11,4,ran,28,2,45.7924111719
11,5,ran,28,2,45.9334090981
11,6,ran,28,2,45.6525934889
11,7,ran,28,2,46.4014129774
11,8,ran,28,2,45.6977088574
11,9,ran,28,2,46.095596979
11,10,ran,28,2,45.3498473373
11,1,neg,29,2,35.8131427663
11,2,neg,29,3,29.8384384426
11,3,neg,29,4,25.1496295709
11,4,neg,29,5,20.2173466097
11,5,neg,29,6,14.824919235
11,6,neg,29,7,10.2468648676
11,7,neg,29,8,4.6120347454
11,8,neg,29,1,40.1027643117
11,9,neg,29,1,40.4568036157
11,10,neg,29,1,40.6463216003
11,1,pos,30,1,4.4736576944
11,2,pos,30,2,10.1773014864
11,3,pos,30,3,15.4953252506
11,4,pos,30,3,16.081912975
11,5,pos,30,4,21.4304053938
11,6,pos,30,5,27.1050499281
11,7,pos,30,6,33.50141493
11,8,pos,30,7,38.1243305095
11,9,pos,30,8,43.6990305256
11,10,pos,30,8,43.6511781904
12,1,neg,1,8,4.9347127952
12,2,neg,1,7,9.8070906708
12,3,neg,1,7,10.2675053657
12,4,neg,1,6,15.2189773176
12,5,neg,1,5,20.0768703988
12,6,neg,1,4,25.8040708328
12,7,neg,1,3,30.9427390621
12,8,neg,1,2,35.8413450057
12,9,neg,1,1,40.4769668983
12,10,neg,1,8,4.5955729588
12,1,pos,2,1,10.105130659
12,2,pos,2,8,42.3818648667
12,3,pos,2,8,42.3453203642
12,4,pos,2,8,42.1459575467
12,5,pos,2,8,42.0093718492
12,6,pos,2,4,24.2431592785
12,7,pos,2,8,42.2470058635
12,8,pos,2,8,42.4866273918
12,9,pos,2,8,41.9320098179
12,10,pos,2,8,42.2734625979
12,1,pos,3,5,26.2217858177
12,2,pos,3,8,42.484865196
12,3,pos,3,1,4.7037139609
12,4,pos,3,8,42.3439707837
12,5,pos,3,8,42.1781966904
12,6,pos,3,8,42.2627290634
12,7,pos,3,8,42.4259723608
12,8,pos,3,8,41.6900606449
12,9,pos,3,8,42.1790546045
12,10,pos,3,8,41.8317760126
12,1,neg,4,7,12.6204244023
12,2,neg,4,3,34.2410437961
12,3,neg,4,4,29.0698435358
12,4,neg,4,1,44.4494908147
12,5,neg,4,1,44.9694007382
12,6,neg,4,1,44.8016927437
12,7,neg,4,1,44.8065922202
12,8,neg,4,1,45.092899704
12,9,neg,4,1,44.7507857686
12,10,neg,4,1,44.652361555
12,1,neg,5,1,41.379172806
12,2,neg,5,1,41.2319630779
12,3,neg,5,1,41.6330573617
12,4,neg,5,1,41.2837802618
12,5,neg,5,1,41.0909096482
12,6,neg,5,1,41.4960358447
12,7,neg,5,1,41.2348408949
12,8,neg,5,1,41.2642527071
12,9,neg,5,1,41.5504310935
12,10,neg,5,1,41.4118695647
12,1,pos,6,1,8.1916533147
12,2,pos,6,8,43.6538276575
12,3,pos,6,8,43.8003118849
12,4,pos,6,8,43.5836403757
12,5,pos,6,8,43.4973168294
12,6,pos,6,8,44.3448220946
12,7,pos,6,8,44.1899631736
12,8,pos,6,8,43.7221899124
12,9,pos,6,8,44.0484445309
12,10,pos,6,8,43.4520552952
12,1,pos,7,8,46.6782590678
12,2,pos,7,4,22.0725262793
12,3,pos,7,8,47.2405064468
12,4,pos,7,8,47.7590416737
12,5,pos,7,8,47.0559361751
12,6,pos,7,8,46.7097867651
12,7,pos,7,8,46.9812403057
12,8,pos,7,8,46.8248318718
12,9,pos,7,8,47.488231001
12,10,pos,7,8,47.1206909497
12,1,neg,8,8,7.1031549921
12,2,neg,8,1,45.2425806909
12,3,neg,8,4,29.5062437601
12,4,neg,8,1,45.6285342629
12,5,neg,8,1,46.0977694988
12,6,neg,8,1,45.9084695143
12,7,neg,8,1,45.2869166614
12,8,neg,8,1,45.6749032405
12,9,neg,8,1,45.7562534754
12,10,neg,8,1,45.6991789432
12,1,ran,9,1,28.6388487257
12,2,ran,9,8,47.6946093748
12,3,ran,9,8,47.2561607821
12,4,ran,9,8,46.9956612483
12,5,ran,9,8,47.1817769525
12,6,ran,9,8,47.2584930951
12,7,ran,9,8,46.921935667
12,8,ran,9,8,47.6892186628
12,9,ran,9,8,47.3497532908
12,10,ran,9,8,47.8637038476
12,1,neg,10,1,44.3865767266
12,2,neg,10,1,44.7777321194
12,3,neg,10,1,44.9440049495
12,4,neg,10,1,44.0452892011
12,5,neg,10,1,44.9261064979
12,6,neg,10,1,44.4152479535
12,7,neg,10,1,44.9665084865
12,8,neg,10,1,44.6272800447
12,9,neg,10,1,44.4971720862
12,10,neg,10,1,44.9316158591
12,1,pos,11,1,2.1774064526
12,2,pos,11,8,40.7809926437
12,3,pos,11,8,40.6843318795
12,4,pos,11,8,40.6061723349
12,5,pos,11,8,40.6741659463
12,6,pos,11,8,40.4211595585
12,7,pos,11,8,40.2229838818
12,8,pos,11,7,34.8604018971
12,9,pos,11,8,40.581273701
12,10,pos,11,8,40.8298866389
12,1,ran,12,8,31.3800896622
12,2,ran,12,1,25.4793142274
12,3,ran,12,5,41.0260070318
12,4,ran,12,5,40.6243506387
12,5,ran,12,5,41.1537102073
12,6,ran,12,5,40.9834904935
12,7,ran,12,5,41.028365309
12,8,ran,12,5,41.2183649536
12,9,ran,12,5,40.8231414244
12,10,ran,12,5,41.0318299513
12,1,pos,13,5,27.543456162
12,2,pos,13,4,22.4932985802
12,3,pos,13,8,44.0140194962
12,4,pos,13,8,44.5038777579
12,5,pos,13,8,44.2683453855
12,6,pos,13,8,44.7429783402
12,7,pos,13,8,44.0079708546
12,8,pos,13,8,44.5121155226
12,9,pos,13,8,44.2772580652
12,10,pos,13,8,44.5208333101
12,1,ran,14,8,9.9557986187
12,2,ran,14,1,26.7691839973
12,3,ran,14,4,32.1865196744
12,4,ran,14,5,43.1324243616
12,5,ran,14,5,43.1092543726
12,6,ran,14,5,43.4542137001
12,7,ran,14,5,43.4660590301
12,8,ran,14,5,43.635390362
12,9,ran,14,5,43.8104293094
12,10,ran,14,5,43.4673111167
12,1,neg,15,5,24.6546060503
12,2,neg,15,1,46.7647540737
12,3,neg,15,1,47.5788277479
12,4,neg,15,1,47.0025171021
12,5,neg,15,1,46.8307354894
12,6,neg,15,1,47.6202553307
12,7,neg,15,1,47.1839987589
12,8,neg,15,1,47.186162114
12,9,neg,15,1,47.3005943468
12,10,neg,15,1,46.9074893506
12,1,neg,16,1,45.801051359
12,2,neg,16,1,45.7360317604
12,3,neg,16,1,46.7708787348
12,4,neg,16,1,46.6901766807
12,5,neg,16,1,46.4567974832
12,6,neg,16,1,46.6317685529
12,7,neg,16,1,46.3202315393
12,8,neg,16,1,46.3062467174
12,9,neg,16,1,46.2692567007
12,10,neg,16,1,46.0931398768
12,1,pos,17,1,4.7011154683
12,2,pos,17,8,43.5265876829
12,3,pos,17,8,43.276016438
12,4,pos,17,8,43.6300114873
12,5,pos,17,8,44.2195521982
12,6,pos,17,8,43.3535891928
12,7,pos,17,8,43.137268422
12,8,pos,17,8,44.0386953674
12,9,pos,17,8,43.7587847361
12,10,pos,17,8,44.3303691209
12,1,pos,18,7,41.6367804873
12,2,pos,18,8,46.68257208
12,3,pos,18,8,46.9419465968
12,4,pos,18,8,47.7956039022
12,5,pos,18,8,47.1762294417
12,6,pos,18,8,47.3530797853
12,7,pos,18,8,47.4478014685
12,8,pos,18,8,47.6537015595
12,9,pos,18,8,47.2455409399
12,10,pos,18,8,47.0014490069
12,1,ran,19,8,35.1450006747
12,2,ran,19,5,46.927501538
12,3,ran,19,5,46.9495627878
12,4,ran,19,5,47.2962349332
12,5,ran,19,5,47.1458405357
12,6,ran,19,5,47.0348193184
12,7,ran,19,5,46.6868482717
12,8,ran,19,5,46.9985309143
12,9,ran,19,5,47.3548346701
12,10,ran,19,5,47.0123958928
12,1,pos,20,5,25.9334052961
12,2,pos,20,8,42.2798615051
12,3,pos,20,8,42.5226618157
12,4,pos,20,8,42.0923122204
12,5,pos,20,8,41.890159149
12,6,pos,20,8,41.9035210233
12,7,pos,20,8,42.3223501811
12,8,pos,20,8,42.2711131056
12,9,pos,20,8,42.5421015518
12,10,pos,20,8,41.662305006
12,1,ran,21,1,45.5281709898
12,2,ran,21,1,45.3148575299
12,3,ran,21,1,45.995034601
12,4,ran,21,1,45.8952112878
12,5,ran,21,1,45.1876983519
12,6,ran,21,1,46.1713931128
12,7,ran,21,1,45.7900735528
12,8,ran,21,1,45.8918571563
12,9,ran,21,1,45.8064192791
12,10,ran,21,1,45.9271707824
12,1,neg,22,1,42.4594469303
12,2,neg,22,2,37.1467219335
12,3,neg,22,1,42.2713025908
12,4,neg,22,1,42.2363885976
12,5,neg,22,1,42.0234327015
12,6,neg,22,1,41.6286662539
12,7,neg,22,1,42.2012277626
12,8,neg,22,1,42.2935250512
12,9,neg,22,1,42.6477496285
12,10,neg,22,1,41.4333950568
12,1,ran,23,1,44.0729605764
12,2,ran,23,1,44.5242829486
12,3,ran,23,1,44.1788958374
12,4,ran,23,1,44.7252091028
12,5,ran,23,1,44.6250520903
12,6,ran,23,1,44.1225447142
12,7,ran,23,1,44.8141735218
12,8,ran,23,1,44.5968562729
12,9,ran,23,1,44.4896323933
12,10,ran,23,1,44.8410937677
12,1,ran,24,1,37.5134168678
12,2,ran,24,3,28.1073408609
12,3,ran,24,6,42.7445656067
12,4,ran,24,7,33.6792459176
12,5,ran,24,5,14.0992049082
12,6,ran,24,6,42.4553017929
12,7,ran,24,6,42.1639268462
12,8,ran,24,6,42.4626318074
12,9,ran,24,6,42.1159034156
12,10,ran,24,6,42.1456384391
12,1,neg,25,2,38.2307104354
12,2,neg,25,1,43.9395700215
12,3,neg,25,1,43.8208340533
12,4,neg,25,1,44.5536476341
12,5,neg,25,1,44.3296407406
12,6,neg,25,1,43.6578519112
12,7,neg,25,1,43.8248420205
12,8,neg,25,1,43.9827118744
12,9,neg,25,1,44.596783025
12,10,neg,25,1,44.3929279857
12,1,ran,26,1,40.7125211631
12,2,ran,26,8,27.9009219506
12,3,ran,26,4,8.98646364
12,4,ran,26,1,40.5396080385
12,5,ran,26,1,41.2607237007
12,6,ran,26,1,40.4367814761
12,7,ran,26,1,40.4828912736
12,8,ran,26,1,40.4589267489
12,9,ran,26,1,40.4653033007
12,10,ran,26,1,40.8122251135
12,1,ran,27,1,14.6220308489
12,2,ran,27,8,9.3936612554
12,3,ran,27,4,34.8925694809
12,4,ran,27,5,30.2893070076
12,5,ran,27,2,25.3109314408
12,6,ran,27,6,45.9171955678
12,7,ran,27,6,46.6479131617
12,8,ran,27,6,45.9446701639
12,9,ran,27,6,46.1186102556
12,10,ran,27,6,45.6985850975
12,1,pos,28,6,33.8230274235
12,2,pos,28,8,44.0606099037
12,3,pos,28,8,44.6470983048
12,4,pos,28,8,45.0263063153
12,5,pos,28,8,44.6209363499
12,6,pos,28,8,44.9129862369
12,7,pos,28,8,44.3329306537
12,8,pos,28,8,44.8170574783
12,9,pos,28,8,44.3824159769
12,10,pos,28,8,44.7263742129
12,1,ran,29,1,35.8731002671
12,2,ran,29,3,46.7340057928
12,3,ran,29,3,46.2115516437
12,4,ran,29,3,46.430816012
12,5,ran,29,3,46.8236444791
12,6,ran,29,3,46.1417585233
12,7,ran,29,3,46.1156350748
12,8,ran,29,3,46.7148223333
12,9,ran,29,3,45.7688126892
12,10,ran,29,3,46.5131460056
12,1,neg,30,3,34.3483299197
12,2,neg,30,4,29.3057670909
12,3,neg,30,1,44.1591471649
12,4,neg,30,1,44.0455394666
12,5,neg,30,1,44.3846062145
12,6,neg,30,1,44.093947852
12,7,neg,30,1,44.4832711467
12,8,neg,30,1,44.6561198609
12,9,neg,30,1,44.0605456512
12,10,neg,30,1,44.2673898544
13,1,ran,1,1,22.622873424
13,2,ran,1,5,32.4433068751
13,3,ran,1,6,13.2148668599
13,4,ran,1,5,32.1731542913
13,5,ran,1,4,7.9122702153
13,6,ran,1,5,33.2020528424
13,7,ran,1,3,27.9630316564
13,8,ran,1,2,37.9933034496
13,9,ran,1,6,12.5222917676
13,10,ran,1,7,17.3594435632
13,1,ran,2,5,32.1165955288
13,2,ran,2,6,41.4011161255
13,3,ran,2,7,26.7959192005
13,4,ran,2,7,26.9950270562
13,5,ran,2,8,12.7771374057
13,6,ran,2,6,40.84970798
13,7,ran,2,4,22.5183076026
13,8,ran,2,6,41.3237617045
13,9,ran,2,6,41.3151608879
13,10,ran,2,6,41.1225900887
13,1,pos,3,5,26.3946979964
13,2,pos,3,4,20.0004986654
13,3,pos,3,3,14.1233325104
13,4,pos,3,2,7.4167166911
13,5,pos,3,1,2.5578568504
13,6,pos,3,6,32.0439197816
13,7,pos,3,6,32.0291222132
13,8,pos,3,6,31.9986018976
13,9,pos,3,6,31.7656363081
13,10,pos,3,6,31.9299051244
13,1,pos,4,5,25.9712186289
13,2,pos,4,8,43.7752102633
13,3,pos,4,7,37.1258103596
13,4,pos,4,8,43.8927641284
13,5,pos,4,4,19.766554162
13,6,pos,4,8,43.7110475262
13,7,pos,4,8,43.9210532264
13,8,pos,4,8,43.5709065488
13,9,pos,4,8,43.7511824794
13,10,pos,4,8,43.7755332199
13,1,pos,5,8,43.1106039352
13,2,pos,5,8,43.0536350392
13,3,pos,5,4,20.4252205527
13,4,pos,5,8,43.4519942955
13,5,pos,5,8,43.3778412969
13,6,pos,5,8,43.7420244605
13,7,pos,5,8,42.6659760623
13,8,pos,5,8,42.6466467015
13,9,pos,5,8,43.57296714
13,10,pos,5,8,43.1459120571
13,1,pos,6,8,41.5719114025
13,2,pos,6,4,18.8898512232
13,3,pos,6,7,36.3550449768
13,4,pos,6,8,42.2766221844
13,5,pos,6,8,42.1814676973
13,6,pos,6,8,42.0385804787
13,7,pos,6,8,42.4049793005
13,8,pos,6,8,42.124222935
13,9,pos,6,8,42.2189500504
13,10,pos,6,8,41.9728415828
13,1,ran,7,1,44.6042031583
13,2,ran,7,1,44.4655234005
13,3,ran,7,8,16.0902386789
13,4,ran,7,1,44.6995508193
13,5,ran,7,1,44.5594457238
13,6,ran,7,1,44.4984505381
13,7,ran,7,1,44.8727255379
13,8,ran,7,1,44.4844216209
13,9,ran,7,1,45.1986161516
13,10,ran,7,1,44.5408965154
13,1,neg,8,8,5.143838497
13,2,neg,8,6,15.9174224989
13,3,neg,8,5,21.5767830085
13,4,neg,8,4,27.1117288962
13,5,neg,8,2,38.0471505553
13,6,neg,8,2,37.8545372969
13,7,neg,8,2,37.2120654127
13,8,neg,8,2,38.006569338
13,9,neg,8,2,37.7591424271
13,10,neg,8,2,37.8214575963
13,1,neg,9,2,39.9298956505
13,2,neg,9,2,39.7038168162
13,3,neg,9,2,39.6694449157
13,4,neg,9,2,38.9221056241
13,5,neg,9,2,38.8093971863
13,6,neg,9,2,39.6451591696
13,7,neg,9,2,39.4197157771
13,8,neg,9,2,39.9200553135
13,9,neg,9,2,40.2686029861
13,10,neg,9,2,39.6920914299
13,1,neg,10,3,36.1636684878
13,2,neg,10,4,30.7374525852
13,3,neg,10,3,36.3280351504
13,4,neg,10,3,36.1343168533
13,5,neg,10,3,36.0028425954
13,6,neg,10,3,36.3293132316
13,7,neg,10,3,36.2387688165
13,8,neg,10,3,35.6806581786
13,9,neg,10,3,36.356486889
13,10,neg,10,3,36.3242897593
13,1,neg,11,8,3.3557843365
13,2,neg,11,4,26.8558577832
13,3,neg,11,5,21.1370810424
13,4,neg,11,3,32.4786689495
13,5,neg,11,2,37.6501638113
13,6,neg,11,1,43.3255289003
13,7,neg,11,1,43.9872556282
13,8,neg,11,1,43.7603347754
13,9,neg,11,1,44.0279090524
13,10,neg,11,1,44.5235078216
13,1,ran,12,1,9.4999700523
13,2,ran,12,8,4.2650759173
13,3,ran,12,2,28.9350410693
13,4,ran,12,3,16.7483957809
13,5,ran,12,4,22.7873291829
13,6,ran,12,5,34.922284782
13,7,ran,12,6,41.613900272
13,8,ran,12,6,41.3707054948
13,9,ran,12,6,41.807999189
13,10,ran,12,6,41.1505836415
13,1,ran,13,6,32.870429495
13,2,ran,13,5,15.1254141649
13,3,ran,13,7,26.2126105288
13,4,ran,13,8,37.6813196888
13,5,ran,13,8,38.094594003
13,6,ran,13,8,38.1441397562
13,7,ran,13,8,37.867954343
13,8,ran,13,8,38.292436526
13,9,ran,13,8,37.6949897224
13,10,ran,13,8,37.723635797
13,1,ran,14,8,40.579721815
13,2,ran,14,8,40.135812761
13,3,ran,14,8,40.4685707924
13,4,ran,14,8,40.3756526915
13,5,ran,14,8,39.9647756777
13,6,ran,14,8,40.2512706878
13,7,ran,14,8,40.3762802776
13,8,ran,14,8,40.1586873145
13,9,ran,14,8,40.310645795
13,10,ran,14,8,39.9453570149
13,1,pos,15,8,41.0272690385
13,2,pos,15,8,40.7436159782
13,3,pos,15,8,40.9490215418
13,4,pos,15,8,41.2496160226
13,5,pos,15,8,40.9618476605
13,6,pos,15,8,40.8970692186
13,7,pos,15,8,41.1397832307
13,8,pos,15,8,40.9909708921
13,9,pos,15,8,41.1826610417
13,10,pos,15,8,41.012066645
13,1,neg,16,8,5.9118955934
13,2,neg,16,1,44.0109673335
13,3,neg,16,1,43.5877596926
13,4,neg,16,1,43.6940912798
13,5,neg,16,1,43.9334516469
13,6,neg,16,1,43.7917276919
13,7,neg,16,1,43.301820616
13,8,neg,16,1,43.5104545321
13,9,neg,16,1,43.2556986487
13,10,neg,16,1,43.7397277134
13,1,neg,17,1,39.8239151923
13,2,neg,17,1,39.8120073818
13,3,neg,17,1,39.7395397473
13,4,neg,17,1,39.3484362309
13,5,neg,17,1,39.7825507429
13,6,neg,17,1,40.1967897536
13,7,neg,17,1,39.9096588199
13,8,neg,17,1,40.1482053676
13,9,neg,17,1,39.7417892304
13,10,neg,17,1,40.4318316408
13,1,pos,18,5,28.7844603513
13,2,pos,18,6,33.583193445
13,3,pos,18,7,39.4594733853
13,4,pos,18,8,44.1770783889
13,5,pos,18,8,44.3523398588
13,6,pos,18,8,44.3151007367
13,7,pos,18,8,44.5844713939
13,8,pos,18,8,44.4601283098
13,9,pos,18,8,43.9182379144
13,10,pos,18,8,44.6873961725
13,1,ran,19,4,32.2117177303
13,2,ran,19,5,37.700775372
13,3,ran,19,6,16.2048477199
13,4,ran,19,7,10.2919802733
13,5,ran,19,8,21.1559048817
13,6,ran,19,5,38.3407376359
13,7,ran,19,5,38.0148042734
13,8,ran,19,5,37.8997227674
13,9,ran,19,5,38.0099001702
13,10,ran,19,5,38.026620555
13,1,pos,20,5,28.1684813753
13,2,pos,20,6,33.0591188441
13,3,pos,20,7,37.81533104
13,4,pos,20,8,42.8029494154
13,5,pos,20,5,27.7501302842
13,6,pos,20,6,32.7917351347
13,7,pos,20,7,37.8472637014
13,8,pos,20,8,42.5097931315
13,9,pos,20,8,43.2152219426
13,10,pos,20,8,42.6008989229
13,1,ran,21,8,33.5314789906
13,2,ran,21,7,23.6456112114
13,3,ran,21,6,14.220794941
13,4,ran,21,5,39.4273649557
13,5,ran,21,5,38.8608423772
13,6,ran,21,5,39.3915894876
13,7,ran,21,5,39.2904264213
13,8,ran,21,5,39.1461907606
13,9,ran,21,5,38.7846296158
13,10,ran,21,5,38.7481718305
13,1,neg,22,1,45.1150039667
13,2,neg,22,1,45.3927901959
13,3,neg,22,1,44.9352162069
13,4,neg,22,1,44.9995752241
13,5,neg,22,1,44.7057307767
13,6,neg,22,1,45.5527191312
13,7,neg,22,1,45.3569411238
13,8,neg,22,1,44.8740608432
13,9,neg,22,1,45.4630491981
13,10,neg,22,1,45.3211560619
13,1,neg,23,1,41.1727815424
13,2,neg,23,1,40.9726003246
13,3,neg,23,1,41.4239421727
13,4,neg,23,1,41.6818129616
13,5,neg,23,1,41.2245103768
13,6,neg,23,1,40.8182105352
13,7,neg,23,1,41.2688475542
13,8,neg,23,1,40.8572998967
13,9,neg,23,1,41.5345014733
13,10,neg,23,1,41.3453494239
13,1,pos,24,1,4.8436648271
13,2,pos,24,3,16.0554660321
13,3,pos,24,6,33.527212528
13,4,pos,24,7,39.63812876
13,5,pos,24,8,45.0862765635
13,6,pos,24,8,45.381457392
13,7,pos,24,8,45.5928380125
13,8,pos,24,8,45.2077997994
13,9,pos,24,8,45.479499639
13,10,pos,24,8,45.3150361672
13,1,neg,25,8,3.3145085463
13,2,neg,25,1,40.0743486406
13,3,neg,25,2,35.1244506654
13,4,neg,25,1,39.6274525082
13,5,neg,25,1,40.5784008358
13,6,neg,25,1,40.8222670145
13,7,neg,25,1,40.3661225275
13,8,neg,25,1,40.4669278854
13,9,neg,25,1,40.0094410511
13,10,neg,25,1,40.49351226
13,1,ran,26,1,20.4502165016
13,2,ran,26,8,8.074868821
13,3,ran,26,3,31.5940601752
13,4,ran,26,4,38.4144442721
13,5,ran,26,5,26.0867627499
13,6,ran,26,4,38.1853775672
13,7,ran,26,4,38.0908049077
13,8,ran,26,4,37.8789400387
13,9,ran,26,4,38.0879661341
13,10,ran,26,4,37.9979348225
13,1,ran,27,1,48.2614840475
13,2,ran,27,1,47.5787265652
13,3,ran,27,1,47.9468112874
13,4,ran,27,1,48.45555041
13,5,ran,27,1,47.7750251079
13,6,ran,27,1,48.0838025173
13,7,ran,27,1,47.8092250017
13,8,ran,27,1,47.6474148786
13,9,ran,27,1,47.6626193885
13,10,ran,27,1,47.9823195281
13,1,pos,28,1,2.3823798903
13,2,pos,28,8,47.3989723731
13,3,pos,28,8,46.6802192197
13,4,pos,28,8,47.3915139952
13,5,pos,28,8,47.0138552901
13,6,pos,28,8,47.1759522061
13,7,pos,28,8,47.0184599054
13,8,pos,28,8,47.4081109533
13,9,pos,28,8,47.8230584406
13,10,pos,28,8,47.2874801711
13,1,neg,29,8,7.3939702908
13,2,neg,29,1,44.4935837964
13,3,neg,29,2,38.6084626724
13,4,neg,29,1,43.6637507695
13,5,neg,29,1,43.5591324353
13,6,neg,29,1,44.1704476268
13,7,neg,29,1,44.2518579919
13,8,neg,29,1,44.0090712974
13,9,neg,29,1,44.0184460257
13,10,neg,29,1,43.5833372871
13,1,pos,30,1,4.9412679802
13,2,pos,30,8,40.7508009275
13,3,pos,30,8,40.0924369771
13,4,pos,30,8,40.4804941393
13,5,pos,30,8,41.021417553
13,6,pos,30,8,40.9617436357
13,7,pos,30,8,40.3223211431
13,8,pos,30,8,40.4394320985
13,9,pos,30,8,40.7171956979
13,10,pos,30,8,41.0947675776
14,1,pos,1,1,4.4924516565
14,2,pos,1,2,9.9799723966
14,3,pos,1,4,20.9790202017
14,4,pos,1,4,21.080259197
14,5,pos,1,5,26.0625121821
14,6,pos,1,8,42.082225804
14,7,pos,1,8,41.9100307956
14,8,pos,1,8,42.1443429719
14,9,pos,1,8,41.434331023
14,10,pos,1,8,41.6937228628
14,1,ran,2,8,4.2237254715
14,2,ran,2,1,10.098271299
14,3,ran,2,4,15.4857409485
14,4,ran,2,7,44.1997413597
14,5,ran,2,7,44.1698765642
14,6,ran,2,7,43.9250712657
14,7,ran,2,7,44.3957654762
14,8,ran,2,7,43.8041702979
14,9,ran,2,7,44.4853242684
14,10,ran,2,7,44.1620040547
14,1,neg,3,1,40.9269222755
14,2,neg,3,1,41.1631783372
14,3,neg,3,1,41.0159991518
14,4,neg,3,1,40.5650541222
14,5,neg,3,1,41.1807150312
14,6,neg,3,1,40.9072986954
14,7,neg,3,1,40.892285183
14,8,neg,3,1,40.8572858754
14,9,neg,3,1,41.5912061262
14,10,neg,3,4,24.7503009952
14,1,pos,4,4,23.4052834526
14,2,pos,4,7,37.6590945915
14,3,pos,4,6,32.9752494389
14,4,pos,4,8,41.6687259925
14,5,pos,4,8,41.8163979148
14,6,pos,4,8,42.1755746014
14,7,pos,4,8,41.9368588893
14,8,pos,4,8,41.5590284849
14,9,pos,4,8,41.8698527647
14,10,pos,4,8,42.1017435332
14,1,ran,5,8,32.4709449777
14,2,ran,5,5,5.5533578577
14,3,ran,5,1,38.5002606368
14,4,ran,5,2,11.2709829832
14,5,ran,5,1,38.6904678759
14,6,ran,5,1,38.0105882769
14,7,ran,5,1,38.3905909104
14,8,ran,5,1,38.3672687197
14,9,ran,5,1,37.7827135316
14,10,ran,5,1,37.9579472958
14,1,pos,6,8,41.8592841111
14,2,pos,6,8,41.4794395545
14,3,pos,6,8,41.3322886513
14,4,pos,6,8,41.62795165
14,5,pos,6,8,41.4623457097
14,6,pos,6,8,41.3980646219
14,7,pos,6,8,41.4086305377
14,8,pos,6,8,41.5264235407
14,9,pos,6,8,41.9636287444
14,10,pos,6,8,41.8658373582
14,1,neg,7,5,22.4612299054
14,2,neg,7,4,27.0663333791
14,3,neg,7,1,39.8127812851
14,4,neg,7,1,40.3516862285
14,5,neg,7,1,39.4186671036
14,6,neg,7,1,40.0831516526
