id,trial,cond,round,arm,out
1,3,ran,25,1,25.3706376055
1,4,ran,25,1,25.445662626
1,5,ran,25,1,25.1560812903
1,6,ran,25,1,25.6324257699
1,7,ran,25,1,25.4521501335
1,8,ran,25,1,25.5570735798
1,9,ran,25,1,25.6720085504
1,10,ran,25,1,25.6395366203
1,1,pos,26,5,28.2344138557
1,2,pos,26,5,28.6341594419
1,3,pos,26,6,33.3230573274
1,4,pos,26,7,37.4762020837
1,5,pos,26,7,37.4812505485
1,6,pos,26,7,38.3816879444
1,7,pos,26,7,37.2237070004
1,8,pos,26,6,32.6760772552
1,9,pos,26,5,28.491367909
1,10,pos,26,5,28.0383894812
1,1,neg,27,5,21.6347958015
1,2,neg,27,5,21.8760561734
1,3,neg,27,5,21.7257530776
1,4,neg,27,5,22.1653126719
1,5,neg,27,5,21.9475669049
1,6,neg,27,1,47.3366357306
1,7,neg,27,2,40.3142165063
1,8,neg,27,3,33.9273059341
1,9,neg,27,4,27.8562335813
1,10,neg,27,5,21.7646656581
1,1,pos,28,8,46.9986985123
1,2,pos,28,8,46.9436139015
1,3,pos,28,8,46.9976368343
1,4,pos,28,8,46.9685565438
1,5,pos,28,8,47.1090571198
1,6,pos,28,8,46.7317366611
1,7,pos,28,8,47.0657789751
1,8,pos,28,8,46.7491799975
1,9,pos,28,8,46.9457752292
1,10,pos,28,8,47.5494794155
1,1,ran,29,5,34.5987124639
1,2,ran,29,7,3.3876850969
1,3,ran,29,8,22.3348141511
1,4,ran,29,5,34.9102714189
1,5,ran,29,8,22.3763110454
1,6,ran,29,5,34.4872508692
1,7,ran,29,6,16.3803094815
1,8,ran,29,6,15.8537572029
1,9,ran,29,7,3.4288516526
1,10,ran,29,8,22.6785919243
1,1,neg,30,5,22.4923163987
1,2,neg,30,6,15.83722044
1,3,neg,30,7,9.3685525887
1,4,neg,30,8,3.4928877365
1,5,neg,30,8,3.7123460492
1,6,neg,30,8,3.9833124051
1,7,neg,30,8,3.9352253407
1,8,neg,30,8,3.6063901635
1,9,neg,30,8,3.6087344088
1,10,neg,30,8,3.7472498098
2,1,pos,1,1,3.2080530931
2,2,pos,1,2,8.4204074593
2,3,pos,1,2,8.3216844184
2,4,pos,1,3,14.2044360754
2,5,pos,1,5,25.6263128726
2,6,pos,1,4,19.7247402686
2,7,pos,1,6,31.4401544617
2,8,pos,1,7,36.8283240204
2,9,pos,1,8,42.9180470055
2,10,pos,1,6,31.2261794099
2,1,pos,2,5,30.0691250553
2,2,pos,2,6,35.149479069
2,3,pos,2,7,40.5315102978
2,4,pos,2,8,45.2479362032
2,5,pos,2,3,19.4039745029
2,6,pos,2,8,45.8131556559
2,7,pos,2,8,45.5257820013
2,8,pos,2,8,46.0986319335
2,9,pos,2,2,13.8664485806
2,10,pos,2,8,45.6703187744
2,1,ran,3,8,24.7908351026
2,2,ran,3,2,19.9736723381
2,3,ran,3,6,14.7202749985
2,4,ran,3,4,9.4040944764
2,5,ran,3,5,30.8333052339
2,6,ran,3,5,30.5271141407
2,7,ran,3,1,35.5199096777
2,8,ran,3,2,20.1785994766
2,9,ran,3,1,36.0925768747
2,10,ran,3,1,36.3201919242
2,1,pos,4,8,47.1923200365
2,2,pos,4,8,46.4907610224
2,3,pos,4,8,47.1450615047
2,4,pos,4,8,46.5480349988
2,5,pos,4,6,33.8032451319
2,6,pos,4,8,46.2390235081
2,7,pos,4,8,46.4931026635
2,8,pos,4,8,47.551220557
2,9,pos,4,8,46.638592502
2,10,pos,4,8,46.7655238191
2,1,ran,5,8,29.5648719851
2,2,ran,5,2,46.7700827097
2,3,ran,5,2,46.8731204234
2,4,ran,5,2,47.2786626154
2,5,ran,5,2,47.3080488714
2,6,ran,5,2,47.0160744698
2,7,ran,5,2,46.691965672
2,8,ran,5,2,46.5591285058
2,9,ran,5,2,47.3503314542
2,10,ran,5,2,47.5708384869
2,1,neg,6,8,4.8575800325
2,2,neg,6,2,37.4477008105
2,3,neg,6,5,20.9714739553
2,4,neg,6,6,15.393147718
2,5,neg,6,4,26.0259274687
2,6,neg,6,3,31.6643676184
2,7,neg,6,2,37.2754407108
2,8,neg,6,1,42.3395861479
2,9,neg,6,1,42.3835582608
2,10,neg,6,1,42.02634787
2,1,pos,7,6,36.2944764935
2,2,pos,7,8,47.6027762339
2,3,pos,7,8,47.1052070574
2,4,pos,7,8,47.2940314207
2,5,pos,7,8,46.7175581122
2,6,pos,7,8,47.6112990894
2,7,pos,7,8,47.3895513982
2,8,pos,7,8,47.2993904137
2,9,pos,7,8,48.0222695302
2,10,pos,7,8,46.8908324551
2,1,neg,8,8,2.2283688537
2,2,neg,8,1,46.6653776454
2,3,neg,8,1,46.9042142726
2,4,neg,8,1,46.9129340584
2,5,neg,8,1,46.8745086034
2,6,neg,8,1,47.0660576725
2,7,neg,8,1,47.1885050638
2,8,neg,8,1,47.1212688386
2,9,neg,8,1,47.1093251718
2,10,neg,8,1,47.4409675426
2,1,neg,9,3,32.5942408186
2,2,neg,9,4,27.211016618
2,3,neg,9,2,38.2092773796
2,4,neg,9,1,43.7085679608
2,5,neg,9,1,43.7109892392
2,6,neg,9,1,43.7201540314
2,7,neg,9,1,44.470626508
2,8,neg,9,1,43.0338884464
2,9,neg,9,1,43.5898401493
2,10,neg,9,1,43.4527071495
2,1,ran,10,8,15.1166332143
2,2,ran,10,2,42.0574020401
2,3,ran,10,2,42.2134760623
2,4,ran,10,2,41.5483079964
2,5,ran,10,2,41.3337035652
2,6,ran,10,2,41.9786704401
2,7,ran,10,2,41.7985601968
2,8,ran,10,2,41.5860683139
2,9,ran,10,2,41.7332487739
2,10,ran,10,2,42.0506310014
2,1,neg,11,8,7.1238768855
2,2,neg,11,5,23.5440243304
2,3,neg,11,6,17.9849977718
2,4,neg,11,1,44.4708315441
2,5,neg,11,1,45.3856620315
2,6,neg,11,1,44.5677941644
2,7,neg,11,1,44.7384771571
2,8,neg,11,1,44.6548175164
2,9,neg,11,1,44.7536401624
2,10,neg,11,1,45.2554811674
2,1,ran,12,8,35.6391132255
2,2,ran,12,8,35.521227182
2,3,ran,12,7,40.4162139778
2,4,ran,12,7,39.871257958
2,5,ran,12,7,40.6010691772
2,6,ran,12,6,30.2712339498
2,7,ran,12,7,40.4579434764
2,8,ran,12,7,40.5231986022
2,9,ran,12,7,40.4404701525
2,10,ran,12,7,39.9153535071
2,1,ran,13,1,7.8957049973
2,2,ran,13,8,32.8048271549
2,3,ran,13,7,27.6897322605
2,4,ran,13,2,22.5688713155
2,5,ran,13,6,12.5824286638
2,6,ran,13,4,38.2075537688
2,7,ran,13,4,37.8343114493
2,8,ran,13,4,38.618718661
2,9,ran,13,4,38.2941091272
2,10,ran,13,4,37.8948395512
2,1,pos,14,8,41.5259440802
2,2,pos,14,8,41.8852290946
2,3,pos,14,8,42.0492076236
2,4,pos,14,8,41.7317493898
2,5,pos,14,8,41.571035355
2,6,pos,14,8,41.7130976493
2,7,pos,14,8,41.5900522484
2,8,pos,14,8,42.1270158803
2,9,pos,14,8,42.2546079995
2,10,pos,14,8,41.8958928401
2,1,ran,15,1,10.4773762812
2,2,ran,15,8,4.6098842309
2,3,ran,15,4,15.7466158541
2,4,ran,15,2,32.6054124207
2,5,ran,15,3,21.649166676
2,6,ran,15,2,32.7611069591
2,7,ran,15,2,32.7005994522
2,8,ran,15,6,27.1192463445
2,9,ran,15,5,38.4543918242
2,10,ran,15,5,38.4814975942
2,1,pos,16,8,47.150200356
2,2,pos,16,8,46.9885141098
2,3,pos,16,8,47.6518152969
2,4,pos,16,8,47.0775988298
2,5,pos,16,8,47.0903271088
2,6,pos,16,8,47.3646957671
2,7,pos,16,8,46.9065679889
2,8,pos,16,8,47.818539076
2,9,pos,16,8,46.7086320416
2,10,pos,16,8,46.6985030227
2,1,neg,17,1,45.70276453
2,2,neg,17,1,45.7084901567
2,3,neg,17,1,45.4682537291
2,4,neg,17,1,45.8001158388
2,5,neg,17,1,45.4318614927
2,6,neg,17,1,45.2296351842
2,7,neg,17,1,45.1167439475
2,8,neg,17,1,45.4259954549
2,9,neg,17,1,45.2251176928
2,10,neg,17,1,45.8636539656
2,1,pos,18,8,47.0515907865
2,2,pos,18,8,46.4316619511
2,3,pos,18,8,46.5578106978
2,4,pos,18,8,46.1552701528
2,5,pos,18,8,46.6202047988
2,6,pos,18,8,46.5624614426
2,7,pos,18,8,46.4203055163
2,8,pos,18,8,46.5706670856
2,9,pos,18,8,46.7229449433
2,10,pos,18,8,46.3991480882
2,1,ran,19,2,16.8767909833
2,2,ran,19,5,26.8932475843
2,3,ran,19,1,37.3400818796
2,4,ran,19,1,37.2232551403
2,5,ran,19,1,36.5070522662
2,6,ran,19,1,37.0069192841
2,7,ran,19,1,36.7639985094
2,8,ran,19,1,37.2660408211
2,9,ran,19,1,36.7809542231
2,10,ran,19,1,37.0443633158
2,1,pos,20,5,25.5245506698
2,2,pos,20,8,42.3338832686
2,3,pos,20,8,42.1854504342
2,4,pos,20,8,42.1469676199
2,5,pos,20,8,42.1099062247
2,6,pos,20,8,42.892850399
2,7,pos,20,8,42.0529527683
2,8,pos,20,8,42.3679718765
2,9,pos,20,8,42.5707662929
2,10,pos,20,8,43.0245989705
2,1,ran,21,1,37.6766207917
2,2,ran,21,2,11.2763809572
2,3,ran,21,1,38.2935251878
2,4,ran,21,1,38.186477855
2,5,ran,21,1,38.2055696724
2,6,ran,21,1,38.5437305782
2,7,ran,21,1,37.7452493916
2,8,ran,21,1,38.3572001478
2,9,ran,21,1,37.8784569265
2,10,ran,21,1,38.2780031464
2,1,ran,22,8,14.3178916869
2,2,ran,22,2,28.0379458141
2,3,ran,22,3,42.7788715367
2,4,ran,22,3,42.1666717544
2,5,ran,22,3,41.7636094778
2,6,ran,22,3,42.4429657017
2,7,ran,22,3,42.4317981877
2,8,ran,22,3,42.3857458029
2,9,ran,22,3,42.1853281708
2,10,ran,22,3,42.3311445793
2,1,neg,23,8,9.8476774999
2,2,neg,23,1,39.6696159057
2,3,neg,23,1,39.5250396714
2,4,neg,23,1,39.4552692977
2,5,neg,23,1,40.0565658214
2,6,neg,23,1,40.2211026649
2,7,neg,23,1,39.9312916185
2,8,neg,23,1,39.712558502
2,9,neg,23,1,39.9048294068
2,10,neg,23,1,39.7819951692
2,1,pos,24,8,39.8293250672
2,2,pos,24,7,35.2621657098
2,3,pos,24,6,30.6290384195
2,4,pos,24,4,21.8674626949
2,5,pos,24,8,39.9935686081
2,6,pos,24,8,39.9237630967
2,7,pos,24,8,39.8295966952
2,8,pos,24,8,39.8387242663
2,9,pos,24,8,39.4464870678
2,10,pos,24,8,40.1084735874
2,1,neg,25,5,20.5562919535
2,2,neg,25,1,45.5409627276
2,3,neg,25,1,45.4728471303
2,4,neg,25,1,44.8823021652
2,5,neg,25,1,44.6693590194
2,6,neg,25,1,45.1321777983
2,7,neg,25,1,45.1500009844
2,8,neg,25,1,45.415845216
2,9,neg,25,1,45.47795095
2,10,neg,25,1,45.2625066362
2,1,neg,26,8,7.2516994101
2,2,neg,26,4,28.6423045374
2,3,neg,26,2,39.5660892098
2,4,neg,26,2,39.8160309378
2,5,neg,26,2,39.7905487704
2,6,neg,26,2,40.2357855231
2,7,neg,26,2,39.8604966117
2,8,neg,26,2,40.1989684677
2,9,neg,26,2,39.7744404119
2,10,neg,26,2,39.9181946858
2,1,neg,27,8,7.080060437
2,2,neg,27,1,42.9712348845
2,3,neg,27,1,42.6277448136
2,4,neg,27,1,42.3461276582
2,5,neg,27,1,43.154155964
2,6,neg,27,1,42.6516898209
2,7,neg,27,1,42.7462774432
2,8,neg,27,1,43.391056893
2,9,neg,27,1,42.5717919551
2,10,neg,27,1,42.82796785
2,1,pos,28,8,48.1000647174
2,2,pos,28,8,47.5403037946
2,3,pos,28,8,48.2105389972
2,4,pos,28,8,47.6220743579
2,5,pos,28,8,47.483807235
2,6,pos,28,8,48.0086652995
2,7,pos,28,8,48.0540059252
2,8,pos,28,8,47.7060811516
2,9,pos,28,8,48.1284462479
2,10,pos,28,8,48.3504166684
2,1,ran,29,2,17.2542790709
2,2,ran,29,1,41.2055264788
2,3,ran,29,1,41.4559202524
2,4,ran,29,1,40.881032431
2,5,ran,29,1,41.1026967746
2,6,ran,29,1,41.5069779008
2,7,ran,29,1,41.3700186676
2,8,ran,29,1,40.4327155955
2,9,ran,29,1,40.8277542761
2,10,ran,29,1,41.2774962344
2,1,neg,30,8,6.5835413707
2,2,neg,30,2,36.2656106836
2,3,neg,30,3,30.5249424956
2,4,neg,30,5,21.5509726317
2,5,neg,30,4,25.6898271768
2,6,neg,30,1,40.6046667501
2,7,neg,30,1,40.3740995431
2,8,neg,30,1,40.6114012177
2,9,neg,30,1,39.9477940722
2,10,neg,30,1,39.9665530528
3,1,pos,1,3,17.5680723
3,2,pos,1,5,26.7913766238
3,3,pos,1,6,32.3060352172
3,4,pos,1,6,32.5768550617
3,5,pos,1,6,32.2455865392
3,6,pos,1,1,8.1938553192
3,7,pos,1,8,42.6372017416
3,8,pos,1,8,42.303753424
3,9,pos,1,8,41.526078019
3,10,pos,1,8,42.0184763113
3,1,neg,2,8,2.7786217859
3,2,neg,2,1,40.2337222184
3,3,neg,2,1,40.3175081947
3,4,neg,2,1,40.2756601856
3,5,neg,2,1,40.0197015593
3,6,neg,2,1,39.8388477065
3,7,neg,2,1,40.8532300241
3,8,neg,2,1,39.9501096283
3,9,neg,2,1,39.9186596799
3,10,neg,2,1,39.5097747028
3,1,pos,3,8,40.5543708318
3,2,pos,3,8,40.7349572462
3,3,pos,3,8,40.1813080287
3,4,pos,3,8,40.9862543919
3,5,pos,3,8,40.6664971636
3,6,pos,3,8,40.6984732346
3,7,pos,3,8,40.1554543395
3,8,pos,3,8,40.1822163546
3,9,pos,3,8,40.0151964709
3,10,pos,3,8,40.5325584399
3,1,ran,4,1,12.212110902
3,2,ran,4,8,17.5891650507
3,3,ran,4,4,37.3792806649
3,4,ran,4,5,27.7913975478
3,5,ran,4,3,7.0935264797
3,6,ran,4,4,37.466237797
3,7,ran,4,4,37.7237683491
3,8,ran,4,4,37.8052344683
3,9,ran,4,4,38.3330373859
3,10,ran,4,4,37.7970918708
3,1,pos,5,7,37.6091701272
3,2,pos,5,7,37.3384545989
3,3,pos,5,7,37.5612628988
3,4,pos,5,7,37.5620134607
3,5,pos,5,7,37.3292420089
3,6,pos,5,7,37.4760877695
3,7,pos,5,7,37.4532140698
3,8,pos,5,7,37.3476295883
3,9,pos,5,7,38.1048240785
3,10,pos,5,7,38.0573065013
3,1,pos,6,2,9.581973239
3,2,pos,6,3,14.7023843763
3,3,pos,6,6,30.3577378269
3,4,pos,6,7,35.9141564085
3,5,pos,6,8,40.5683225627
3,6,pos,6,8,40.8992476165
3,7,pos,6,8,41.176002681
3,8,pos,6,8,41.0198941763
3,9,pos,6,8,41.0888011703
3,10,pos,6,8,41.026272113
3,1,ran,7,4,20.5618572124
3,2,ran,7,5,35.9793241392
3,3,ran,7,6,16.1132590037
3,4,ran,7,5,35.6094486547
3,5,ran,7,5,35.5672269432
3,6,ran,7,5,35.7772223667
3,7,ran,7,5,35.4220720726
3,8,ran,7,5,35.5834573459
3,9,ran,7,5,35.9464470287
3,10,ran,7,5,35.5482156042
3,1,neg,8,6,17.1366966951
3,2,neg,8,4,29.6714471608
3,3,neg,8,3,35.7259746157
3,4,neg,8,2,40.9750526158
3,5,neg,8,2,41.8553214793
3,6,neg,8,2,41.5652009008
3,7,neg,8,2,41.5695473706
3,8,neg,8,2,41.60294409
3,9,neg,8,2,41.7145448019
3,10,neg,8,2,41.7524795738
3,1,neg,9,5,21.6665594391
3,2,neg,9,6,15.6171195265
3,3,neg,9,2,38.5817066724
3,4,neg,9,1,44.6007811889
3,5,neg,9,1,43.8648013401
3,6,neg,9,1,44.0219655848
3,7,neg,9,1,44.6092978269
3,8,neg,9,1,44.5614805157
3,9,neg,9,1,44.0928106199
3,10,neg,9,1,44.656026472
3,1,pos,10,1,2.3234049267
3,2,pos,10,8,43.7278581257
3,3,pos,10,8,43.5709278172
3,4,pos,10,8,42.7332934083
3,5,pos,10,8,43.6639124388
3,6,pos,10,8,43.0757833328
3,7,pos,10,8,42.9719778165
3,8,pos,10,8,43.2561622074
3,9,pos,10,8,43.1977941614
3,10,pos,10,8,43.6259602648
3,1,ran,11,8,17.9422899763
3,2,ran,11,5,39.746784583
3,3,ran,11,5,39.8167410613
3,4,ran,11,5,39.8601010678
3,5,ran,11,5,40.038501031
3,6,ran,11,5,39.8214770226
3,7,ran,11,5,39.5739559707
3,8,ran,11,5,39.7038897755
3,9,ran,11,5,38.9303675288
3,10,ran,11,5,39.7774351809
3,1,ran,12,8,35.0607581198
3,2,ran,12,7,11.5612068067
3,3,ran,12,1,41.1617601607
3,4,ran,12,1,41.3670816537
3,5,ran,12,1,41.7672643877
3,6,ran,12,1,41.312633599
3,7,ran,12,1,40.8226207602
3,8,ran,12,1,41.5766371041
3,9,ran,12,1,40.6520891681
3,10,ran,12,1,40.8876694494
3,1,ran,13,1,25.740097561
3,2,ran,13,8,6.0538718209
3,3,ran,13,2,31.2533486408
3,4,ran,13,4,20.4497693033
3,5,ran,13,3,35.8772827078
3,6,ran,13,3,36.2970051465
3,7,ran,13,3,36.0568952645
3,8,ran,13,3,35.4552151371
3,9,ran,13,3,36.2190605602
3,10,ran,13,3,35.9675855148
3,1,ran,14,1,7.3066834802
3,2,ran,14,8,35.8088902986
3,3,ran,14,7,40.2739118196
3,4,ran,14,7,40.421144546
3,5,ran,14,7,40.829792598
3,6,ran,14,7,40.2426840975
3,7,ran,14,7,40.4539419368
3,8,ran,14,7,40.2842253908
3,9,ran,14,7,40.3538711112
3,10,ran,14,7,40.265551174
3,1,neg,15,8,4.9849088389
3,2,neg,15,1,45.5814768718
3,3,neg,15,1,45.7885916342
3,4,neg,15,1,44.9365214311
3,5,neg,15,1,45.6501030747
3,6,neg,15,1,45.5405204714
3,7,neg,15,1,45.9158065445
3,8,neg,15,1,45.5698612736
3,9,neg,15,1,45.3247051488
3,10,neg,15,1,45.5036599122
3,1,pos,16,1,2.7920839149
3,2,pos,16,8,46.4780936425
3,3,pos,16,8,46.2246626411
3,4,pos,16,8,46.1382688584
3,5,pos,16,8,46.6098189
3,6,pos,16,8,46.3012168919
3,7,pos,16,8,46.4942951179
3,8,pos,16,8,46.9548325577
3,9,pos,16,8,46.2252671501
3,10,pos,16,8,46.5193961985
3,1,neg,17,8,2.993457932
3,2,neg,17,1,46.1122105867
3,3,neg,17,1,46.0156910066
3,4,neg,17,1,45.8206201862
3,5,neg,17,1,46.12928475
3,6,neg,17,1,45.8675887614
3,7,neg,17,1,45.5504380234
3,8,neg,17,1,45.6894022853
3,9,neg,17,1,45.3369215913
3,10,neg,17,1,45.420417892
3,1,ran,18,1,45.9826492356
3,2,ran,18,1,45.6985606107
3,3,ran,18,1,45.9690700367
3,4,ran,18,1,46.1603815228
3,5,ran,18,1,45.479348759
3,6,ran,18,1,45.9652421431
3,7,ran,18,1,45.2297170424
3,8,ran,18,1,45.3838078665
